Title,Price,Image URL
Bebida Isotonica Reload Vitamin Well botella 50 cl.,"2,19 €",https://static.carrefour.es/hd_350x_/img_pim_food/964053_00_1.jpg
Tomate frito con aceite de oliva virgen extra Carrefour pack de 3 briks de 390 g.,"2,59 €",https://static.carrefour.es/hd_350x_/img_pim_food/854875_00_1.jpg
Ketchup Hellmann's envase 430 g.,"2,69 €",https://static.carrefour.es/hd_350x_/img_pim_food/398821_00_1.jpg
Salsa carbonara Classic Carrefour sin gluten 300 g.,"1,40 €",https://static.carrefour.es/hd_350x_/img_pim_food/238074_00_1.jpg
Lentejas cocidas Simpl 400 g.,"0,83 €",https://static.carrefour.es/hd_350x_/img_pim_food/203402_00_1.jpg
Salsa alioli Carrefour Classic' sin gluten sin lactosa 300 g.,"1,88 €",https://static.carrefour.es/hd_350x_/img_pim_food/183496_00_1.jpg
"Cappelletti jamon Buitoni 230 g.,","3,05 €",https://static.carrefour.es/hd_350x_/img_pim_food/462930_00_1.jpg
Aceite de oliva virgen serie oro Coosur 1 l.,"14,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/484256_00_1.jpg
Garbanzo pedrosillano Classic Carrefour 400 g.,"1,06 €",https://static.carrefour.es/hd_350x_/img_pim_food/128412_00_1.jpg
Pasta mafalda corta Garofalo 500 g.,"1,70 €",https://static.carrefour.es/hd_350x_/img_pim_food/891469_00_1.jpg
Arroz redondo para microondas Brillante pack de 2 ud. de 200 g.,"2,39 €",https://static.carrefour.es/hd_350x_/img_pim_food/819748_00_1.jpg
Tomate frito estilo casero Solis sin gluten tarro 550 g.,"2,85 €",https://static.carrefour.es/hd_350x_/img_pim_food/201628_00_1.jpg
Salsa picante Piri Piri Sensation Carrefour botella 200 g.,"0,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/208949_00_1.jpg
Aceite de oliva virgen extra Coosur 1 l.,"14,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/774146_00_1.jpg
Aceite de oliva virgen extra Carbonell 1 l.,"15,89 €",https://static.carrefour.es/hd_350x_/img_pim_food/300506_00_1.jpg
Harina especial para bizcochos Gallo 1 kg.,"1,95 €",https://static.carrefour.es/hd_350x_/img_pim_food/876614_00_1.jpg
Maccheroni al huevo Gallo 450 g.,"1,70 €",https://static.carrefour.es/hd_350x_/img_pim_food/002284_00_1.jpg
Arroz largo La Cigala 1 kg.,"1,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/002278_00_1.jpg
Mayonesa sabor casero Calve sin lactosa tarro 210 ml.,"1,95 €",https://static.carrefour.es/hd_350x_/img_pim_food/799847_00_1.jpg
Vinagre de manzana sin filtrar ecologico Carrefour Bio 500 ml.,"2,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/370951_00_1.jpg
Ravioli 4 quesos Buitoni 230 g.,"2,79 €",https://static.carrefour.es/hd_350x_/img_pim_food/462931_00_1.jpg
Tomate frito con aceite de oliva virgen extra Carrefour tarro 550 g.,"2,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/854877_00_1.jpg
Vinagre de vino blanco Ybarra 1 l.,"1,13 €",https://static.carrefour.es/hd_350x_/img_pim_food/030450_00_1.jpg
Tomate frito ecologico Carrefour Bio sin gluten 300 g.,"1,81 €",https://static.carrefour.es/hd_350x_/img_pim_food/325799_00_1.jpg
Salsa brava Orlando sin gluten envase 290 g.,"1,68 €",https://static.carrefour.es/hd_350x_/img_pim_food/433087_00_1.jpg
Copos suaves de avena integral ecologicos EcoCesta sin azucares anadidos 800 g.,"3,09 €",https://static.carrefour.es/hd_350x_/img_pim_food/980825_00_1.jpg
Tagliatelle nido Garofalo 500 g.,"2,79 €",https://static.carrefour.es/hd_350x_/img_pim_food/826563_00_1.jpg
"Aceite de oliva 0,4o La Masia 1 l.","1,39 €",https://static.carrefour.es/hd_350x_/img_pim_food/000005_00_1.jpg
Pasta fideua Gallo 450 g.,"2,65 €",https://static.carrefour.es/hd_350x_/img_pim_food/557256_00_1.jpg
Mayonesa Prima sin gluten envase 400 ml.,"1,22 €",https://static.carrefour.es/hd_350x_/img_pim_food/067944_00_1.jpg
Alubias cocidas con verduras Carrefour 400 g.,"1,24 €",https://static.carrefour.es/hd_350x_/img_pim_food/686246_00_1.jpg
Harina de avena integral Carrefour 500 g.,"1,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/414666_00_1.jpg
Tomate frito Carrefour pack de 2 tarros de 550 g.,"2,15 €",https://static.carrefour.es/hd_350x_/img_pim_food/054582_00_1.jpg
Crema de vinagre balsamico de modena sin azucar Vulpi sin gluten 400 ml.,"1,47 €",https://static.carrefour.es/hd_350x_/img_pim_food/964089_00_1.jpg
Salsa con setas Carrefour 140 g.,"1,30 €",https://static.carrefour.es/hd_350x_/img_pim_food/257255_00_1.jpg
Arroz bomba Sos 1 kg.,"5,89 €",https://static.carrefour.es/hd_350x_/img_pim_food/215410_00_1.jpg
Placas para canelones precocidas El Pavo 80 g.,"1,28 €",https://static.carrefour.es/hd_350x_/img_pim_food/571549_00_1.jpg
Garbanzos con espinacas Classic Carrefour 350 g.,"0,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/783921_00_1.jpg
Pimenton dulce de La Vera De Nuestra Tierra 70 g.,"2,65 €",https://static.carrefour.es/hd_350x_/img_pim_food/343457_00_1.jpg
Ravioli de tomate y mozzarella al huevo Carrefour 250 g.,"1,69 €",https://static.carrefour.es/hd_350x_/img_pim_food/830109_00_1.jpg
Mostaza de Dijon Maille tarro 215 g.,"4,09 €",https://static.carrefour.es/hd_350x_/img_pim_food/002263_00_1.jpg
Pasta spaghettini al huevo Gallo Seleccion 1946 450 g.,"1,70 €",https://static.carrefour.es/hd_350x_/img_pim_food/002291_00_1.jpg
Pasta macarrones penne rigate no 73 Barilla 500 g.,"1,61 €",https://static.carrefour.es/hd_350x_/img_pim_food/002306_00_1.jpg
Comino molido Carrefour 45 g.,"0,93 €",https://static.carrefour.es/hd_350x_/img_pim_food/851263_00_1.jpg
Ketchup Zero Heinz sin azucar ni sal anadidos envase 425 g.,"3,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/688003_00_1.jpg
Pasta tiburon no 1 Gallo 450 g.,"1,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/557329_00_1.jpg
Lenteja pardina categoria extra De Nuestra Tierra 1 kg.,"3,09 €",https://static.carrefour.es/hd_350x_/img_pim_food/226666_00_1.jpg
Harina integral de trigo Classic Carrefour 1 kg.,"0,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/034554_00_1.jpg
Lentejas cocidas al natural Carrefour 210 g.,"0,70 €",https://static.carrefour.es/hd_350x_/img_pim_food/551499_00_1.jpg
Salsa mexicana picante Sensation Carrefour 300 g.,"1,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/696607_00_1.jpg
Raviolis de queso de cabra y cebolla caramelizada Rana Gourmet 250 g.,"4,09 €",https://static.carrefour.es/hd_350x_/img_pim_food/723876_00_1.jpg
Fideo instantaneo huevo Soubry 250 g.,"1,91 €",https://static.carrefour.es/hd_350x_/img_pim_food/028487_00_1.jpg
Pisto fritada de verduras Hida 350 g.,"2,19 €",https://static.carrefour.es/hd_350x_/img_pim_food/686919_00_1.jpg
Salsa picante Tabasco botella 60 ml.,"4,15 €",https://static.carrefour.es/hd_350x_/img_pim_food/002225_00_1.jpg
Tomate frito con aceite de oliva virgen extra Orlando pack de 3 briks de 350 g.,"4,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/249948_00_1.jpg
Ajo congelado Carrefour 100 g.,"1,95 €",https://static.carrefour.es/hd_350x_/img_pim_food/262545_00_1.jpg
Lenteja La Muralla 1 kg.,"1,55 €",https://static.carrefour.es/hd_350x_/img_pim_food/180435_00_1.jpg
"Aceite de oliva suave 0,4o Abaco 1 l.","9,19 €",https://static.carrefour.es/hd_350x_/img_pim_food/447362_00_1.jpg
"Aceite de oliva 0,4o Ybarra 1 l.","10,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/035386_00_1.jpg
Sazonador para fajitas Sensation Carrefour 30 g.,"1,07 €",https://static.carrefour.es/hd_350x_/img_pim_food/696575_00_1.jpg
Harina de maiz fina Maizena sin gluten 400 g.,"3,39 €",https://static.carrefour.es/hd_350x_/img_pim_food/886576_00_1.jpg
Ketchup original Prima sin gluten envase 540 g.,"3,09 €",https://static.carrefour.es/hd_350x_/img_pim_food/902274_00_1.jpg
"Azafran en hebra Classic Carrefour 0,4 g.","1,77 €",https://static.carrefour.es/hd_350x_/img_pim_food/432570_00_1.jpg
Mostaza original Prima sin gluten envase 265 g.,"2,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/711556_00_1.jpg
Molinillo sazonador 5 pimientas Classic Carrefour 40 g.,"1,50 €",https://static.carrefour.es/hd_350x_/img_pim_food/851266_00_1.jpg
"Aceite de oliva suave 0,4o La Masia garrafa 5 l.","1,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/043143_00_1.jpg
Vinagre balsamico de modena Carrefour 250 ml.,"2,05 €",https://static.carrefour.es/hd_350x_/img_pim_food/410276_00_1.jpg
Garbanzos con su sofrito Hoy Legumbres Litoral sin gluten 440 g.,"1,30 €",https://static.carrefour.es/hd_350x_/img_pim_food/134592_00_1.jpg
Sal marina en escamas Carrefour 125 g.,"1,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/436531_00_1.jpg
Salsa para pizza al oregano Carrefour sin gluten tarro 300 g.,"1,40 €",https://static.carrefour.es/hd_350x_/img_pim_food/243173_00_1.jpg
Curcuma Carrefour 45 g.,"0,94 €",https://static.carrefour.es/hd_350x_/img_pim_food/992323_00_1.jpg
Ketchup sin azucar anadido Cero Prima sin gluten envase 265 g.,"2,75 €",https://static.carrefour.es/hd_350x_/img_pim_food/389749_00_1.jpg
Aceite de oliva virgen extra hojiblanca Carrefour 1 l.,"9,95 €",https://static.carrefour.es/hd_350x_/img_pim_food/798307_00_1.jpg
Helices con tomate y espinacas especial ensaladas Gallo 450 g.,"1,88 €",https://static.carrefour.es/hd_350x_/img_pim_food/020755_00_1.jpg
Garbanzo castellano cocido categoria extra De Nuestra Tierra 400 g.,"1,61 €",https://static.carrefour.es/hd_350x_/img_pim_food/540115_00_1.jpg
Tortellini de carne al huevo Gallo 500 g.,"2,95 €",https://static.carrefour.es/hd_350x_/img_pim_food/166340_00_1.jpg
Arroz integral con chia para microondas Brillante pack de 2 ud. de 125 g.,"1,52 €",https://static.carrefour.es/hd_350x_/img_pim_food/855856_00_1.jpg
Salsa Fresca Trufa Carrefour 140 g.,"1,29 €",https://static.carrefour.es/hd_350x_/img_pim_food/436210_00_1.jpg
Aceite de oliva virgen extra picual Carrefour 1 l.,"9,95 €",https://static.carrefour.es/hd_350x_/img_pim_food/798316_00_1.jpg
Pasta maravilla Gallo 450 g.,"1,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/557269_00_1.jpg
Macarrones pasta fina Gallo 400 g.,"1,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/887081_00_1.jpg
Oregano Carrefour 82 g.,"3,55 €",https://static.carrefour.es/hd_350x_/img_pim_food/851267_00_1.jpg
Quinoa blanca ecologica Carrefour Bio 400 g.,"2,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/163347_00_1.jpg
Canela molida Carmencita sin gluten 43 g.,"1,90 €",https://static.carrefour.es/hd_350x_/img_pim_food/002159_00_1.jpg
Vinagre de manzana filtrado ecologico Carrefour Bio 500 ml.,"2,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/431762_00_1.jpg
Tomate frito estilo casero Solis pack 3 unidades de 100 g.,"2,15 €",https://static.carrefour.es/hd_350x_/img_pim_food/276268_00_1.jpg
Sazonador para burritos Old El Paso 45 g.,"1,58 €",https://static.carrefour.es/hd_350x_/img_pim_food/358115_00_1.jpg
Salsa pesto a la genovese Garofalo 175 g.,"3,55 €",https://static.carrefour.es/hd_350x_/img_pim_food/224281_00_1.jpg
Aceite de oliva virgen extra ecologico Coosur 1 l.,"15,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/065623_00_1.jpg
Harina de trigo ecologica Carrefour Bio 1 kg.,"1,84 €",https://static.carrefour.es/hd_350x_/img_pim_food/066544_00_1.jpg
Salsa gaucha Ybarra sin gluten envase 300 ml.,"2,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/479106_00_1.jpg
Barrita de proteina de suero de leche y avena sabor chocolate Prozis 80 g.,"1,37 €",https://static.carrefour.es/hd_350x_/img_pim_food/285434_00_1.jpg
Salsa burger Hellmann's envase 250 ml.,"2,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/819285_00_1.jpg
Espaguetis al huevo Carrefour 500 g.,"1,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/228709_00_1.jpg
Plumas Gallo sin gluten 450 g.,"2,19 €",https://static.carrefour.es/hd_350x_/img_pim_food/594202_00_1.jpg
"Raviolis de trufa blanca, setas y queso Rana Gourmet 250 g.","4,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/875614_00_1.jpg
Salsa tres quesos Carrefour sin gluten tarro 300 g.,"1,40 €",https://static.carrefour.es/hd_350x_/img_pim_food/243154_00_1.jpg
Garbanzo lechoso categoria extra Luengo 1 kg.,"4,19 €",https://static.carrefour.es/hd_350x_/img_pim_food/032611_00_1.jpg
Vinagre balsamico de modena Carrefour 500 ml.,"2,65 €",https://static.carrefour.es/hd_350x_/img_pim_food/578567_00_1.jpg
Arroz redondo Sos 2 kg.,"3,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/384976_00_1.jpg
Salsa burger Carrefour envase 350 g.,"1,83 €",https://static.carrefour.es/hd_350x_/img_pim_food/389930_00_1.jpg
Curry Carrefour 45 g.,"0,91 €",https://static.carrefour.es/hd_350x_/img_pim_food/851274_00_1.jpg
Tomillo Carrefour 18 g.,"0,79 €",https://static.carrefour.es/hd_350x_/img_pim_food/851270_00_1.jpg
Pasta fideo Gallo sin gluten y sin lactosa 450 g.,"2,19 €",https://static.carrefour.es/hd_350x_/img_pim_food/594203_00_1.jpg
Canela en rama Carrefour 18 g.,"1,40 €",https://static.carrefour.es/hd_350x_/img_pim_food/676625_00_1.jpg
Arroz grueso para paella categoria extra La Fallera 1 kg.,"2,55 €",https://static.carrefour.es/hd_350x_/img_pim_food/273213_00_1.jpg
Salsa Lea & Perrins botella 150 g.,"3,79 €",https://static.carrefour.es/hd_350x_/img_pim_food/002223_00_1.jpg
Oregano Carmencita 8 g.,"2,05 €",https://static.carrefour.es/hd_350x_/img_pim_food/002178_00_1.jpg
Ajo en polvo Carmencita sin gluten 60 g.,"2,65 €",https://static.carrefour.es/hd_350x_/img_pim_food/002151_00_1.jpg
Mayonesa Kraft sin gluten tarro 275 ml.,"2,09 €",https://static.carrefour.es/hd_350x_/img_pim_food/194833_00_1.jpg
Mayonesa sabor casero Calve sin lactosa tarro 650 ml.,"3,65 €",https://static.carrefour.es/hd_350x_/img_pim_food/795555_00_1.jpg
Aceite de oliva intenso 1o La Masia 1 l.,"1,88 €",https://static.carrefour.es/hd_350x_/img_pim_food/000006_00_1.jpg
Pajaritas con tomate y espinacas Gallo 450 g.,"2,69 €",https://static.carrefour.es/hd_350x_/img_pim_food/037692_00_1.jpg
Salsa barbacoa Cero Prima sin gluten y sin azucar anadido envase 265 g.,"2,35 €",https://static.carrefour.es/hd_350x_/img_pim_food/482936_00_1.jpg
Vino blanco con crianza Pedro Ximenez para cocinar aromatizado con hierbas Carrefour 75 cl.,"1,30 €",https://static.carrefour.es/hd_350x_/img_pim_food/744835_00_1.jpg
Ketchup Heinz envase 220 ml.,"2,55 €",https://static.carrefour.es/hd_350x_/img_pim_food/002376_00_1.jpg
Plumas rayadas Gallo 450 g.,"1,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/636279_00_1.jpg
Salsa basilico Barilla sin gluten y sin lactosa tarro 400 g.,"3,69 €",https://static.carrefour.es/hd_350x_/img_pim_food/035358_00_1.jpg
Salsa barbacoa Heinz envase 400 ml.,"4,05 €",https://static.carrefour.es/hd_350x_/img_pim_food/927492_00_1.jpg
Tomate frito con aceite de oliva virgen extra Orlando sin gluten pack de 3 briks de 212 g.,"3,35 €",https://static.carrefour.es/hd_350x_/img_pim_food/796048_00_1.jpg
Pasta macarrones de maiz y arroz Classic Carrefour No Gluten sin gluten 500 g.,"2,09 €",https://static.carrefour.es/hd_350x_/img_pim_food/924372_00_1.jpg
Tortellini de setas Buitoni 230 g.,"3,15 €",https://static.carrefour.es/hd_350x_/img_pim_food/462935_00_1.jpg
Vinagre de vino blanco Procer Carbonell 1 l.,"1,30 €",https://static.carrefour.es/hd_350x_/img_pim_food/000028_00_1.jpg
Pasta fresca al huevo tagliolini Carrefour Extra 250 g.,"1,31 €",https://static.carrefour.es/hd_350x_/img_pim_food/336301_00_1.jpg
Helices de lenteja roja Gallo Nature sin gluten 250 g.,"1,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/639919_00_1.jpg
Aceite de oliva virgen extra Coosur garrafa de 5 l.,"57,50 €",https://static.carrefour.es/hd_350x_/img_pim_food/409782_00_1.jpg
Salsa cocktail Ybarra tarro 450 g.,"2,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/032606_00_1.jpg
Salsa cheddar con bacon Orlando envase 245 g.,"2,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/827392_00_1.jpg
Ketchup picante Classic Carrefour envase 340 g.,"1,38 €",https://static.carrefour.es/hd_350x_/img_pim_food/440454_00_1.jpg
Arroz largo para guarniciones Sos 1 kg.,"2,15 €",https://static.carrefour.es/hd_350x_/img_pim_food/032849_00_1.jpg
Tomate frito Orlando sin gluten lata 400 g.,"1,61 €",https://static.carrefour.es/hd_350x_/img_pim_food/002202_00_1.jpg
Sazonador para pollo sabor ajillo con toque de perejil Jugoso al Horno Maggi 36 g.,"1,15 €",https://static.carrefour.es/hd_350x_/img_pim_food/156645_00_1.jpg
Salsa super bolonesa Gallo sin gluten 350 g.,"3,29 €",https://static.carrefour.es/hd_350x_/img_pim_food/638402_00_1.jpg
Placas de lasana y canelones frescas al huevo Carrefour Original 250 g.,"1,54 €",https://static.carrefour.es/hd_350x_/img_pim_food/761147_00_1.jpg
Salsa alioli original Ybarra sin gluten y sin lactosa 300 ml.,"2,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/013633_00_1.jpg
Colorante alimentario Carmencita sin gluten 65 g.,"2,05 €",https://static.carrefour.es/hd_350x_/img_pim_food/002164_00_1.jpg
"Sal marina gruesa para cocinar a la sal Carrefour Classic' 2,5 kg.","1,19 €",https://static.carrefour.es/hd_350x_/img_pim_food/234946_00_1.jpg
Tortellini de queso Gallo 500 g.,"2,95 €",https://static.carrefour.es/hd_350x_/img_pim_food/372973_00_1.jpg
Mayonesa en bolsitas Prima sin gluten doy pack 12 ud.,"2,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/372362_00_1.jpg
Alubia frijol La Cochura 1 kg.,"2,65 €",https://static.carrefour.es/hd_350x_/img_pim_food/609044_00_1.jpg
Salsa argelina Carrefour envase 355 g.,"1,27 €",https://static.carrefour.es/hd_350x_/img_pim_food/389910_00_1.jpg
Sazonador para pollo de hierbas provenzales Jugoso al Horno Maggi 34 g.,"1,15 €",https://static.carrefour.es/hd_350x_/img_pim_food/156121_00_1.jpg
Albahaca en hoja Carrefour 15 g.,"0,94 €",https://static.carrefour.es/hd_350x_/img_pim_food/851258_00_1.jpg
Tomate frito casero Hida pack de 2 unidades de 460 g.,"3,79 €",https://static.carrefour.es/hd_350x_/img_pim_food/846466_00_1.jpg
Tomate frito Solis sin gluten pack 3 brik de 200 g.,"2,05 €",https://static.carrefour.es/hd_350x_/img_pim_food/312723_00_1.jpg
Pasta estrellas Gallo 450 g.,"1,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/557245_00_1.jpg
Alubia frijol negro Classic Carrefour 500 g.,"1,20 €",https://static.carrefour.es/hd_350x_/img_pim_food/025044_00_1.jpg
Vinagre de vino tinto Carrefour 1 l.,"0,92 €",https://static.carrefour.es/hd_350x_/img_pim_food/184917_00_1.jpg
Mayonesa Ligeresa sin lactosa tarro 650 ml.,"4,79 €",https://static.carrefour.es/hd_350x_/img_pim_food/597825_00_1.jpg
Colorante alimentario La Sirena sin gluten 60 g.,"0,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/670993_00_1.jpg
Espirales de tomate y espinacas pasta fina Gallo 400 g.,"1,88 €",https://static.carrefour.es/hd_350x_/img_pim_food/784026_00_1.jpg
Soles gorgonzola y nueces Carrefour Extra 250 g.,"2,59 €",https://static.carrefour.es/hd_350x_/img_pim_food/644113_00_1.jpg
Alubia blanca categoria extra Luengo 1 kg.,"3,75 €",https://static.carrefour.es/hd_350x_/img_pim_food/032612_00_1.jpg
Salsa agridulce Yang Tse botella 200 g.,"1,88 €",https://static.carrefour.es/hd_350x_/img_pim_food/454811_00_1.jpg
Salsa bolonesa Barilla sin gluten tarro 400 g.,"4,79 €",https://static.carrefour.es/hd_350x_/img_pim_food/891616_00_1.jpg
Salsa alioli Chovi bote 400 ml.,"3,55 €",https://static.carrefour.es/hd_350x_/img_pim_food/274900_00_1.jpg
Aceite de oliva virgen extra ecologico Oro de Genave 75 cl.,"10,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/038646_00_1.jpg
Tomate triturado Orlando 510 g.,"1,74 €",https://static.carrefour.es/hd_350x_/img_pim_food/289421_00_1.jpg
Garbanzos cocidos sin sal anadida ecologicos Carrefour Bio 400 g.,"3,09 €",https://static.carrefour.es/hd_350x_/img_pim_food/433974_00_1.jpg
Quinoa blanca y roja Brillante pack de 2 unidades de 125 g.,"1,66 €",https://static.carrefour.es/hd_350x_/img_pim_food/970426_00_1.jpg
Tortellini de jamon y queso Rana 250 g.,"3,59 €",https://static.carrefour.es/hd_350x_/img_pim_food/882578_00_1.jpg
Tomate frito con cebolla Classic Carrefour sin gluten 560 g.,"1,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/479434_00_1.jpg
Gnocchi Gallo 400 g.,"1,65 €",https://static.carrefour.es/hd_350x_/img_pim_food/335204_00_1.jpg
"Levadura de panaderia Royal 27,5 g.","2,39 €",https://static.carrefour.es/hd_350x_/img_pim_food/693329_00_1.jpg
Pasta tallarines linguine Bavette No 13 Barilla 500 g.,"1,89 €",https://static.carrefour.es/hd_350x_/img_pim_food/231088_00_1.jpg
Arroz bomba categoria extra La Fallera 1 kg.,"5,59 €",https://static.carrefour.es/hd_350x_/img_pim_food/702944_00_1.jpg
Canela en rama Carmencita 5 ud.,"3,29 €",https://static.carrefour.es/hd_350x_/img_pim_food/002158_00_1.jpg
Hierbas provenzales Carrefour Classic 16 g.,"0,73 €",https://static.carrefour.es/hd_350x_/img_pim_food/676628_00_1.jpg
Aceite de oliva intenso 1o La Masia garrafa 5 l.,"2,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/036841_00_1.jpg
Mostaza Hellmann's sin gluten envase 250 ml.,"2,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/819281_00_1.jpg
Salsa pimienta verde Gallina Blanca 50 g.,"2,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/002250_00_1.jpg
Extracto de coco Goya 400 g.,"1,83 €",https://static.carrefour.es/hd_350x_/img_pim_food/811757_00_1.jpg
Salvado de avena Carrefour 500 g.,"1,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/892929_00_1.jpg
Arroz basmati ecologico Carrefour Bio 500 g.,"1,41 €",https://static.carrefour.es/hd_350x_/img_pim_food/401917_00_1.jpg
Pasta espaguetis ecologicos Carrefour Bio 500 g.,"2,19 €",https://static.carrefour.es/hd_350x_/img_pim_food/418335_00_1.jpg
Helices vegetales Gallo sin gluten y sin lactosa 450 g.,"2,75 €",https://static.carrefour.es/hd_350x_/img_pim_food/594205_00_1.jpg
Harina de maiz Randimpak sin gluten 1 kg.,"0,73 €",https://static.carrefour.es/hd_350x_/img_pim_food/535019_00_1.jpg
Pimienta de cayena entera Carrefour 15 g.,"1,41 €",https://static.carrefour.es/hd_350x_/img_pim_food/318551_00_1.jpg
Arroz largo cocido Classic Carrefour sin gluten pack de 2 unidades de 125 g.,"1,72 €",https://static.carrefour.es/hd_350x_/img_pim_food/119472_00_1.jpg
Tomate rallado Extra Carrefour 250 g.,"2,79 €",https://static.carrefour.es/hd_350x_/img_pim_food/316324_00_1.jpg
Fusilli lunghi Garofalo 500 g.,"54,90 €",https://static.carrefour.es/hd_350x_/img_pim_food/937007_00_1.jpg
Aceite de oliva Carbonell 5 l.,"1,84 €",https://static.carrefour.es/hd_350x_/img_pim_food/046962_00_1.jpg
Harina de trigo integral Gallo Nature 1 kg.,"2,15 €",https://static.carrefour.es/hd_350x_/img_pim_food/673965_00_1.jpg
Espelta hinchada EcoCesta 125 g.,"1,65 €",https://static.carrefour.es/hd_350x_/img_pim_food/181557_00_1.jpg
Harina especial amasar pizza Original Carreofur 1 kg.,"2,65 €",https://static.carrefour.es/hd_350x_/img_pim_food/034885_00_1.jpg
Salsa al pesto rosso Gallo 190 g.,"1,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/480330_00_1.jpg
Pasta de letras Gallo 450 g.,"1,30 €",https://static.carrefour.es/hd_350x_/img_pim_food/556076_00_1.jpg
Animales marinos Carrefour Kids 500 g.,"0,81 €",https://static.carrefour.es/hd_350x_/img_pim_food/855133_00_1.jpg
Vinagre balsamico de modena Borges 250 ml.,"2,19 €",https://static.carrefour.es/hd_350x_/img_pim_food/241823_00_1.jpg
Crema de cacahuete suave alta en fibra y proteina Prozis 500 g.,"4,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/845843_00_1.jpg
Nuez moscada molida Carrefour Classic 45 g.,"1,29 €",https://static.carrefour.es/hd_350x_/img_pim_food/851276_00_1.jpg
Lenteja pardina cocida categoria extra De Nuestra Tierra 400 g.,"1,75 €",https://static.carrefour.es/hd_350x_/img_pim_food/540106_00_1.jpg
Ketchup sin azucar anadido Cero Prima sin gluten envase 510 g.,"4,05 €",https://static.carrefour.es/hd_350x_/img_pim_food/389753_00_1.jpg
Macarron integral ecologico Carrefour Bio 500 g.,"1,54 €",https://static.carrefour.es/hd_350x_/img_pim_food/474670_00_1.jpg
Garbanzos con verduras cocidas Carrefour 400 g.,"1,22 €",https://static.carrefour.es/hd_350x_/img_pim_food/686245_00_1.jpg
Alubia blanca La Muralla 1 kg.,"1,62 €",https://static.carrefour.es/hd_350x_/img_pim_food/180429_00_1.jpg
Valeriana con limon en bolsitas Pompadour 20 ud.,"2,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/341644_00_1.jpg
Mostaza Cero Prima sin gluten y sin azucar anadido envase 265 g.,"2,95 €",https://static.carrefour.es/hd_350x_/img_pim_food/482906_00_1.jpg
Vinagre de Jerez Carrefour 750 ml.,"2,55 €",https://static.carrefour.es/hd_350x_/img_pim_food/229087_00_1.jpg
Harina de maiz Carrefour sin gluten 500 g.,"1,92 €",https://static.carrefour.es/hd_350x_/img_pim_food/049575_00_1.jpg
Aceite de oliva intenso 1o Carrefour garrafa 5 l.,"4,09 €",https://static.carrefour.es/hd_350x_/img_pim_food/128225_00_1.jpg
Mostaza a la antigua Maille tarro 210 g.,"4,05 €",https://static.carrefour.es/hd_350x_/img_pim_food/002264_00_1.jpg
Mayonesa Ybarra sin gluten y sin lactosa tarro 750 ml.,"2,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/034755_00_1.jpg
Salsa brava Hellmann's sin gluten envase 250 ml.,"3,05 €",https://static.carrefour.es/hd_350x_/img_pim_food/819283_00_1.jpg
Sazonador para paella con azafran Carmencita sin gluten 20 g.,"1,89 €",https://static.carrefour.es/hd_350x_/img_pim_food/002140_00_1.jpg
